metric_name,series_id,type,category,unit,frequency,value,period_date,release_date,monthly_change,annual_change
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2038000,2016-11-26,,-0.5853658536585366,-5.1651931130758495
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2029000,2016-12-03,,-0.4416094210009814,-3.838862559241706
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2030000,2016-12-10,,0.04928536224741252,-3.241182078169685
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2078000,2016-12-17,,2.3645320197044337,-0.14416146083613646
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2077000,2016-12-24,,-0.04812319538017325,-0.14423076923076925
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2028000,2016-12-31,,-2.3591718825228694,-2.5468524747717445
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2080000,2017-01-07,,2.564102564102564,0.5316578057032383
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2099000,2017-01-14,,0.9134615384615385,1.5972894482090998
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2067000,2017-01-21,,-1.5245354930919486,0.0
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2078000,2017-01-28,,0.5321722302854378,1.5640273704789833
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2064000,2017-02-04,,-0.6737247353224254,0.9290953545232273
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2076000,2017-02-11,,0.5813953488372093,1.2682926829268293
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2034000,2017-02-18,,-2.023121387283237,-0.19627085377821393
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2065000,2017-02-25,,1.5240904621435596,1.7742730409068506
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2020000,2017-03-04,,-2.1791767554479415,-0.49261083743842365
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2002000,2017-03-11,,-0.891089108910891,-3.6573628488931664
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2021000,2017-03-18,,0.949050949050949,-2.696196437168994
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2027000,2017-03-25,,0.29688273132112813,-0.04930966469428008
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1990000,2017-04-01,,-1.8253576714356192,-4.326923076923077
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1968000,2017-04-08,,-1.105527638190955,-6.241067174845164
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1961000,2017-04-15,,-0.35569105691056907,-5.128205128205128
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1962000,2017-04-22,,0.05099439061703213,-5.582290664100096
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1896000,2017-04-29,,-3.3639143730886847,-8.13953488372093
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1892000,2017-05-06,,-0.21097046413502107,-8.863198458574182
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1902000,2017-05-13,,0.5285412262156448,-6.489675516224189
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1900000,2017-05-20,,-0.10515247108307045,-7.990314769975787
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1891000,2017-05-27,,-0.4736842105263158,-6.3861386138613865
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1909000,2017-06-03,,0.9518773135906927,-4.6453546453546455
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1914000,2017-06-10,,0.26191723415400736,-5.294408708560119
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1915000,2017-06-17,,0.052246603970741906,-5.5254070054267395
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1929000,2017-06-24,,0.7310704960835509,-3.0653266331658293
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1911000,2017-07-01,,-0.9331259720062209,-2.8963414634146343
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1942000,2017-07-08,,1.6221873364730508,-0.9688934217236104
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1929000,2017-07-15,,-0.6694129763130793,-1.6819571865443423
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1928000,2017-07-22,,-0.05184033177812338,1.6877637130801686
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1926000,2017-07-29,,-0.1037344398340249,1.7970401691331923
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1928000,2017-08-05,,0.10384215991692627,1.3669821240799158
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1926000,2017-08-12,,-0.1037344398340249,1.368421052631579
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1928000,2017-08-19,,0.10384215991692627,1.9566367001586462
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1912000,2017-08-26,,-0.8298755186721992,0.1571503404924044
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1911000,2017-09-02,,-0.05230125523012552,-0.1567398119122257
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1939000,2017-09-09,,1.465201465201465,1.2532637075718016
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1872000,2017-09-16,,-3.4553893759669934,-2.9548989113530326
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1871000,2017-09-23,,-0.05341880341880342,-2.0931449502878072
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1871000,2017-09-30,,0.0,-3.6560247167868174
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1869000,2017-10-07,,-0.10689470871191875,-3.1104199066874028
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1902000,2017-10-14,,1.7656500802568218,-1.3485477178423237
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1913000,2017-10-21,,0.5783385909568874,-0.6749740394600208
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1927000,2017-10-28,,0.7318348144276007,-0.05186721991701245
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1939000,2017-11-04,,0.6227296315516346,0.6749740394600208
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1944000,2017-11-11,,0.25786487880350695,0.8298755186721992
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1974000,2017-11-18,,1.5432098765432098,3.2426778242677825
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1997000,2017-11-25,,1.165146909827761,4.500261643118786
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1953000,2017-12-02,,-2.2033049574361545,0.7220216606498195
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1984000,2017-12-09,,1.5873015873015872,5.982905982905983
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,2006000,2017-12-16,,1.1088709677419355,7.215392838054516
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1979000,2017-12-23,,-1.3459621136590227,5.772314270443613
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1933000,2017-12-30,,-2.3244062657908033,3.4242910647405025
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1971000,2018-01-06,,1.9658561821003622,3.627760252365931
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1972000,2018-01-13,,0.050735667174023336,3.0841610036591742
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1990000,2018-01-20,,0.9127789046653144,3.269330565646082
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1985000,2018-01-27,,-0.25125628140703515,2.372356884992264
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1996000,2018-02-03,,0.5541561712846348,2.674897119341564
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1959000,2018-02-10,,-1.8537074148296595,-0.7598784194528876
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1985000,2018-02-17,,1.3272077590607452,-0.6009013520280421
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1957000,2018-02-24,,-1.4105793450881612,0.2048131080389145
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1960000,2018-03-03,,0.1532958610117527,-1.2096774193548387
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1948000,2018-03-10,,-0.6122448979591837,-2.8913260219341974
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1959000,2018-03-17,,0.5646817248459959,-1.010611419909045
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1917000,2018-03-24,,-2.1439509954058193,-0.8277289187790998
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1943000,2018-03-31,,1.3562858633281167,-1.4205986808726534
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1949000,2018-04-07,,0.3088008234688626,-1.1663286004056794
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1900000,2018-04-14,,-2.5141097998973834,-4.522613065326634
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1827000,2018-04-21,,-3.8421052631578947,-7.959697732997481
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1834000,2018-04-28,,0.38314176245210724,-8.11623246492986
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1765000,2018-05-05,,-3.76226826608506,-9.903011740684024
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1769000,2018-05-12,,0.22662889518413595,-10.8816120906801
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1751000,2018-05-19,,-1.0175240248728095,-10.526315789473683
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1737000,2018-05-26,,-0.799543118218161,-11.377551020408164
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1690000,2018-06-02,,-2.7058146229130684,-13.244353182751539
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1693000,2018-06-09,,0.17751479289940827,-13.578356304236856
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1671000,2018-06-16,,-1.299468399291199,-12.832550860719873
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1671000,2018-06-23,,0.0,-13.998970663921769
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1672000,2018-06-30,,0.059844404548174746,-14.212416623909697
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1676000,2018-07-07,,0.23923444976076555,-11.789473684210526
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1659000,2018-07-14,,-1.0143198090692125,-9.195402298850574
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1624000,2018-07-21,,-2.109704641350211,-11.450381679389313
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1657000,2018-07-28,,2.0320197044334973,-6.118980169971672
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1624000,2018-08-04,,-1.9915509957754978,-8.19672131147541
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1625000,2018-08-11,,0.06157635467980296,-7.19588806396345
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1605000,2018-08-18,,-1.2307692307692308,-7.599309153713299
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1602000,2018-08-25,,-0.1869158878504673,-5.207100591715976
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1575000,2018-09-01,,-1.6853932584269662,-6.969875959834614
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1538000,2018-09-08,,-2.3492063492063493,-7.959305804907241
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1544000,2018-09-15,,0.3901170351105332,-7.600239377618193
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1545000,2018-09-22,,0.06476683937823835,-7.595693779904305
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1553000,2018-09-29,,0.517799352750809,-7.3389021479713605
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1565000,2018-10-06,,0.7726980038634901,-5.666063893911995
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1588000,2018-10-13,,1.4696485623003195,-2.2167487684729066
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1603000,2018-10-20,,0.9445843828715366,-3.2589016294508144
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1615000,2018-10-27,,0.7485963817841547,-0.5541871921182266
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1642000,2018-11-03,,1.671826625386997,1.0461538461538462
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1665000,2018-11-10,,1.4007308160779537,3.7383177570093453
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1749000,2018-11-17,,5.045045045045045,9.176029962546817
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1684000,2018-11-24,,-3.7164093767867357,6.92063492063492
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1694000,2018-12-01,,0.5938242280285035,10.143042912873861
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1745000,2018-12-08,,3.010625737898465,13.018134715025905
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1756000,2018-12-15,,0.6303724928366762,13.656957928802587
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1770000,2018-12-22,,0.7972665148063782,13.972955569864778
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1783000,2018-12-29,,0.7344632768361582,13.929712460063898
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1766000,2019-01-05,,-0.9534492428491307,11.209068010075567
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1780000,2019-01-12,,0.7927519818799547,11.041796631316283
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1813000,2019-01-19,,1.853932584269663,12.260061919504645
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1759000,2019-01-26,,-2.9784886927744068,7.125456760048721
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1806000,2019-02-02,,2.67197271176805,8.468468468468467
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1778000,2019-02-09,,-1.550387596899225,1.6580903373356204
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1826000,2019-02-16,,2.699662542182227,8.432304038004752
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1796000,2019-02-23,,-1.642935377875137,6.02125147579693
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1807000,2019-03-02,,0.6124721603563474,3.553008595988539
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1792000,2019-03-09,,-0.8301051466519093,2.050113895216401
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1800000,2019-03-16,,0.4464285714285714,1.694915254237288
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1760000,2019-03-23,,-2.2222222222222223,-1.2899607403252944
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1742000,2019-03-30,,-1.0227272727272727,-1.3590033975084939
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1680000,2019-04-06,,-3.5591274397244548,-5.617977528089887
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1664000,2019-04-13,,-0.9523809523809524,-8.21842250413679
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1659000,2019-04-20,,-0.3004807692307693,-5.6850483229107445
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1663000,2019-04-27,,0.24110910186859552,-7.918050941306755
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1627000,2019-05-04,,-2.164762477450391,-8.492688413948256
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1635000,2019-05-11,,0.4917025199754148,-10.460021905805037
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1621000,2019-05-18,,-0.8562691131498471,-9.743875278396438
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1629000,2019-05-25,,0.4935225169648365,-9.850581073602656
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1631000,2019-06-01,,0.12277470841006752,-8.984375
