metric_name,series_id,type,category,unit,frequency,value,period_date,release_date,monthly_change,annual_change
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1954000,2025-06-28,,-0.10224948875255625,4.046858359957402
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1951000,2025-07-05,,-0.15353121801432956,6.437534097108564
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1946000,2025-07-12,,-0.2562788313685289,1.9916142557651992
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1936000,2025-07-19,,-0.513874614594039,3.418803418803419
Continuing Claims,CCSA,Labor Market,Employment,Thousands of Persons,Weekly,1974000,2025-07-26,,1.962809917355372,5.167820990942994
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.11,2015-09-01,,,
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.2,2015-10-01,,0.3584229390680998,
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.25,2015-11-01,,0.19841269841270123,
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.25,2015-12-01,,0.0,
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.37,2016-01-01,,0.4752475247524792,
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.38,2016-02-01,,0.03941663381946397,
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.45,2016-03-01,,0.2758077226162344,
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.53,2016-04-01,,0.31434184675835697,
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.58,2016-05-01,,0.19584802193496734,
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.62,2016-06-01,,0.15637216575450627,
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.69,2016-07-01,,0.2732240437158481,
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.71,2016-08-01,,0.0778513040093405,
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.77,2016-09-01,,0.23337222870477917,2.628434886499403
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.9,2016-10-01,,0.5044625533566124,2.777777777777775
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.9,2016-11-01,,0.0,2.5742574257425686
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,25.93,2016-12-01,,0.11583011583012022,2.693069306930692
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.0,2017-01-01,,0.2699575780948719,2.4832479306267206
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.07,2017-02-01,,0.26923076923077033,2.7186761229314476
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.11,2017-03-01,,0.15343306482546662,2.5933202357563854
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.17,2017-04-01,,0.22979701263884442,2.5068546807677263
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.21,2017-05-01,,0.152846771111957,2.4628616106333174
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.26,2017-06-01,,0.19076688286913662,2.498048399687746
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.35,2017-07-01,,0.34272658035034215,2.5690930323082917
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.37,2017-08-01,,0.07590132827324315,2.567094515752626
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.49,2017-09-01,,0.455062571103517,2.7939464493597166
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.5,2017-10-01,,0.03775009437524184,2.316602316602322
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.54,2017-11-01,,0.15094339622641187,2.4710424710424737
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.63,2017-12-01,,0.3391107761868872,2.699575780948705
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.72,2018-01-01,,0.3379647014645132,2.7692307692307647
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.74,2018-02-01,,0.07485029940119602,2.5700038358266135
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.85,2018-03-01,,0.41136873597607704,2.834163155878981
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.91,2018-04-01,,0.2234636871508332,2.827665265571259
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,26.98,2018-05-01,,0.2601263470828699,2.9378099961846607
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,27.03,2018-06-01,,0.1853224610822858,2.9322162985529303
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,27.1,2018-07-01,,0.2589715131335563,2.846299810246679
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,27.21,2018-08-01,,0.4059040590405883,3.1854379977246863
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,27.32,2018-09-01,,0.40426313855200086,3.1332578331445897
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,27.37,2018-10-01,,0.18301610541727933,3.2830188679245325
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,27.44,2018-11-01,,0.2557544757033258,3.3911077618688856
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,27.56,2018-12-01,,0.43731778425655043,3.4923019151333072
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,27.59,2019-01-01,,0.10885341074020732,3.2559880239521
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,27.69,2019-02-01,,0.36245016310257855,3.5527299925205793
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,27.77,2019-03-01,,0.2889129649692968,3.4264432029795087
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,27.79,2019-04-01,,0.07202016564637945,3.270159791898919
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,27.88,2019-05-01,,0.323857502698812,3.335804299481092
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,27.96,2019-06-01,,0.286944045911054,3.4406215316315194
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,28.03,2019-07-01,,0.2503576537911312,3.4317343173431722
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,28.14,2019-08-01,,0.3924366749910789,3.417861080485115
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,28.16,2019-09-01,,0.07107320540156209,3.074670571010248
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,28.23,2019-10-01,,0.24857954545454644,3.1421264157837028
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,28.34,2019-11-01,,0.3896563939071889,3.279883381924193
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,28.38,2019-12-01,,0.14114326040931244,2.975326560232222
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,28.43,2020-01-01,,0.1761804087385508,3.044581370061616
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,28.54,2020-02-01,,0.38691523039043063,3.0697002527988366
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,28.74,2020-03-01,,0.7007708479327236,3.492978033849474
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,30.04,2020-04-01,,4.523312456506614,8.096437567470312
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,29.72,2020-05-01,,-1.0652463382157134,6.599713055954089
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,29.38,2020-06-01,,-1.1440107671601611,5.078683834048634
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,29.39,2020-07-01,,0.03403675970048184,4.851944345344272
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,29.5,2020-08-01,,0.3742769649540641,4.832977967306324
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,29.51,2020-09-01,,0.033898305084751064,4.794034090909096
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,29.55,2020-10-01,,0.13554727211114587,4.675876726886292
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,29.64,2020-11-01,,0.30456852791878125,4.587155963302755
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,29.91,2020-12-01,,0.9109311740890673,5.391120507399581
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,29.92,2021-01-01,,0.03343363423604668,5.240942666197686
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,30.07,2021-02-01,,0.5013368983957172,5.360896986685358
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,30.04,2021-03-01,,-0.09976720984370181,4.523312456506614
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,30.23,2021-04-01,,0.6324900133155835,0.6324900133155835
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,30.41,2021-05-01,,0.595434998346013,2.321668909825038
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,30.55,2021-06-01,,0.46037487668530275,3.9823008849557584
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,30.66,2021-07-01,,0.36006546644844334,4.321197686287852
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,30.79,2021-08-01,,0.42400521852576323,4.372881355932201
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,30.96,2021-09-01,,0.552127314063013,4.91358861402914
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,31.15,2021-10-01,,0.6136950904392692,5.414551607445001
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,31.25,2021-11-01,,0.32102728731942676,5.431848852901482
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,31.41,2021-12-01,,0.5120000000000005,5.015045135406218
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,31.62,2022-01-01,,0.668576886341932,5.681818181818179
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,31.66,2022-02-01,,0.1265022137887386,5.287662121715996
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,31.82,2022-03-01,,0.5053695514845236,5.925432756324904
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,31.96,2022-04-01,,0.43997485857951146,5.722791928547802
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,32.1,2022-05-01,,0.43804755944931345,5.557382439986851
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,32.2,2022-06-01,,0.31152647975078324,5.400981996726684
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,32.35,2022-07-01,,0.4658385093167658,5.512067840834968
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,32.44,2022-08-01,,0.2782071097372374,5.358882754140951
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,32.55,2022-09-01,,0.3390875462392091,5.13565891472867
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,32.7,2022-10-01,,0.46082949308757515,4.975922953451057
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,32.84,2022-11-01,,0.4281345565749253,5.088000000000011
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,32.96,2022-12-01,,0.36540803897684965,4.934734161095196
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,33.05,2023-01-01,,0.27305825242717324,4.522454142947489
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,33.16,2023-02-01,,0.33282904689863674,4.737839545167392
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,33.28,2023-03-01,,0.3618817852834878,4.588309239472032
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,33.42,2023-04-01,,0.42067307692307865,4.568210262828538
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,33.52,2023-05-01,,0.29922202274087795,4.423676012461064
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,33.69,2023-06-01,,0.50715990453459,4.627329192546568
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,33.84,2023-07-01,,0.4452359750668023,4.60587326120557
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,33.89,2023-08-01,,0.14775413711583082,4.4697903822441525
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,33.99,2023-09-01,,0.2950722927117186,4.4239631336405685
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,34.07,2023-10-01,,0.23536334215945362,4.189602446483173
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,34.19,2023-11-01,,0.3522160258291677,4.110840438489629
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,34.31,2023-12-01,,0.35097981866044037,4.095873786407771
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,34.47,2024-01-01,,0.46633634508888544,4.296520423600611
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,34.54,2024-02-01,,0.2030751378009872,4.16164053075996
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,34.67,2024-03-01,,0.37637521713955574,4.176682692307694
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,34.75,2024-04-01,,0.23074704355349954,3.9796529024536156
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,34.89,2024-05-01,,0.4028776978417282,4.087112171837701
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,35.0,2024-06-01,,0.31527658354829297,3.8883941822499333
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,35.07,2024-07-01,,0.20000000000000082,3.634751773049636
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,35.23,2024-08-01,,0.45623039635014706,3.953968722336962
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,35.33,2024-09-01,,0.2838489923360813,3.9423359811709213
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,35.48,2024-10-01,,0.42456835550523236,4.1385383034927985
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,35.61,2024-11-01,,0.3664036076662981,4.153261187481725
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,35.68,2024-12-01,,0.19657399606852086,3.9930049548236592
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,35.83,2025-01-01,,0.4204035874439422,3.945459820133448
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,35.9,2025-02-01,,0.1953670108847343,3.9374638100752737
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,36.02,2025-03-01,,0.33426183844012414,3.893856359965392
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,36.08,2025-04-01,,0.16657412548582778,3.8273381294963977
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,36.23,2025-05-01,,0.41574279379157036,3.840642017770124
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,36.32,2025-06-01,,0.24841291747171798,3.7714285714285722
Average Hourly Earnings of All Employees,CES0500000003,Labor Market,Wages,Dollars per Hour,Monthly,36.44,2025-07-01,,0.3303964757709181,3.906472768748211
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.12,2015-09-01,,,
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.26,2015-10-01,,116.66666666666667,
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.36,2015-11-01,,38.46153846153845,
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.3,2015-12-01,,-16.666666666666664,
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.08,2016-01-01,,-126.66666666666669,
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.23,2016-02-01,,-387.5,
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.35,2016-03-01,,52.17391304347825,
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.1,2016-04-01,,-71.42857142857143,
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.35,2016-05-01,,249.99999999999994,
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.12,2016-06-01,,-134.2857142857143,
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.04,2016-07-01,,-66.66666666666666,
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.2,2016-08-01,,-600.0,
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.08,2016-09-01,,-60.0,-33.33333333333333
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.05,2016-10-01,,-37.5,-80.76923076923077
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.21,2016-11-01,,319.99999999999994,-41.66666666666667
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.39,2016-12-01,,-285.7142857142857,-229.99999999999997
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.11,2017-01-01,,-128.2051282051282,-237.5
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.09,2017-02-01,,-18.181818181818183,-60.86956521739131
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.01,2017-03-01,,-111.11111111111111,-102.85714285714288
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.33,2017-04-01,,3200.0,-430.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.0,2017-05-01,,-100.0,-100.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.16,2017-06-01,,,33.33333333333334
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.17,2017-07-01,,-206.25,-525.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.01,2017-08-01,,-94.11764705882352,-95.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.19,2017-09-01,,-2000.0,-337.5
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.54,2017-10-01,,184.21052631578948,-1180.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.23,2017-11-01,,-57.40740740740742,-209.52380952380955
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.21,2017-12-01,,-8.69565217391305,-46.15384615384615
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.23,2018-01-01,,-209.52380952380955,109.09090909090911
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.46,2018-02-01,,-300.0,-611.1111111111112
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.09,2018-03-01,,-80.43478260869564,800.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.4,2018-04-01,,344.4444444444445,21.21212121212121
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.17,2018-05-01,,-142.5,
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.23,2018-06-01,,-235.29411764705884,43.75000000000001
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.03,2018-07-01,,-86.95652173913044,-117.64705882352942
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.3,2018-08-01,,900.0000000000002,-3100.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.0,2018-09-01,,-100.0,-100.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.24,2018-10-01,,,-144.44444444444443
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.01,2018-11-01,,-104.16666666666667,-95.65217391304347
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.13,2018-12-01,,-1400.0000000000002,-161.9047619047619
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.37,2019-01-01,,184.6153846153846,60.8695652173913
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.4,2019-02-01,,8.108108108108116,-186.95652173913044
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.1,2019-03-01,,-75.00000000000001,-211.11111111111111
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.51,2019-04-01,,409.99999999999994,-227.5
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.03,2019-05-01,,-105.88235294117648,-117.64705882352942
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.06,2019-06-01,,100.0,-73.91304347826087
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.38,2019-07-01,,-733.3333333333334,-1366.6666666666667
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.19,2019-08-01,,-150.00000000000003,-36.666666666666664
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.42,2019-09-01,,-321.05263157894734,
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.78,2019-10-01,,85.71428571428574,225.00000000000006
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.22,2019-11-01,,-128.2051282051282,2100.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.35,2019-12-01,,-259.09090909090907,169.2307692307692
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-0.23,2020-01-01,,-34.28571428571428,-37.83783783783783
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.11,2020-02-01,,-147.82608695652175,-127.49999999999999
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-4.43,2020-03-01,,-4127.272727272727,4330.0
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-18.19,2020-04-01,,310.60948081264115,3466.6666666666665
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,4.7,2020-05-01,,-125.83837273227047,15566.666666666666
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,6.31,2020-06-01,,34.25531914893616,10416.666666666668
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,2.56,2020-07-01,,-59.42947702060222,-773.6842105263157
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,1.26,2020-08-01,,-50.78125,563.1578947368421
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.47,2020-09-01,,-62.698412698412696,-211.9047619047619
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.94,2020-10-01,,100.0,-220.5128205128205
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.3,2020-11-01,,-68.08510638297872,36.36363636363636
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.68,2020-12-01,,126.66666666666669,-294.28571428571433
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,0.87,2021-01-01,,27.941176470588225,-478.2608695652174
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,-1.81,2021-02-01,,-308.0459770114943,-1745.4545454545457
Chicago Fed National Activity Index,CFNAI,Economic Indicator,Composite Index,Index,Monthly,2.29,2021-03-01,,-226.51933701657455,-151.69300225733636
